event_id,source_name,source_detail,date,datetime_utc,time_precision,time_is_estimated,time_estimation_method,attacker,attack_type,target_country,target_name,event_kind,outcome_raw,lat,lon,geo_precision,casualties_killed,casualties_injured,interceptions_claimed,notes,description,keep
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T02:00:00Z,minute,False,exact,Iran,ballistic missile,Bahrain,Bahrain - general,mixed,partial intercept,26.22,50.55,point,0,0,,,sirens across all of Bahrain in early hours Day 3,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T02:00:00Z,minute,False,exact,Iran,Shahed drone,Saudi Arabia,Riyadh Diplomatic Quarter - US Embassy,strike,impact confirmed,24.69,46.68,point,0,0,,,two drones strike US embassy; two more strike Diplomatic Quarter; fire at US embassy,True
,combined_sheet,Wikipedia Timeline Day 3 / Long War Journal,2026-03-02,2026-03-02T02:00:00Z,minute,False,exact,Iranian proxy (Iraqi militia),Shahed drone,Iraq,Erbil - hotel (US troops),strike,impact confirmed,36.19,44.01,point,0,0,,,Islamic Resistance claims targeting hotel housing US troops in Erbil,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T03:00:00Z,minute,False,exact,Iran,ballistic missile,Qatar,Al Udeid Air Base,strike,impact confirmed,25.12,51.32,point,0,0,,,Al Udeid Air Base hit; no casualties per Qatari MoD,True
,combined_sheet,Wikipedia Timeline Day 3 / Richard Marles statement,2026-03-02,2026-03-02T03:00:00Z,minute,False,exact,Iran,Shahed drone,UAE,Al Minhad Air Base (Australian JTF-633),strike,impact confirmed,25.03,55.37,point,0,0,,,Iranian drone damages Al Minhad Air Base; Australian Defence Minister confirms no casualties,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T03:00:00Z,minute,False,exact,Iran,Shahed drone,Kuwait,US Embassy Kuwait City,strike,impact confirmed,29.37,47.99,point,0,0,,,Iranian drones strike US embassy Kuwait City (Day 3 strike),True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T06:00:00Z,minute,False,exact,Iran,ballistic missile,Israel,Tel Aviv - civilian,strike,impact confirmed,32.08,34.78,point,1,27,,,1 civilian woman killed in Tel Aviv; 27 injured,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T06:00:00Z,minute,False,exact,Iran,ballistic missile,Israel,Israel - Haifa,mixed,mixed,32.79,34.99,point,0,0,,,continued strikes on Haifa; air raid sirens activated,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T06:00:00Z,minute,False,exact,Iran,ballistic missile,Jordan,Jordan - airspace,mixed,partial intercept,31.95,35.93,point,0,5,,,5 people injured by falling shrapnel from intercepted Iranian missiles in Jordan,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T06:00:00Z,minute,False,exact,Iran / missile debris,ballistic missile,Syria,Suwayda - residential building,mixed,partial intercept,32.71,36.57,point,4,0,,,missile debris falls on residential building in Suwayda; 4 civilians killed,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T10:00:00Z,minute,False,exact,Iran,ballistic missile,Israel,Beersheba (Beer al-Sabaa),strike,impact confirmed,31.25,34.79,point,0,10,,,Wave 11: 10 injuries in Beersheba,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T10:00:00Z,minute,False,exact,Iran,ballistic missile,Kuwait,Camp Arifjan,mixed,partial intercept,29.08,48.1,point,0,0,,,Wave 13: US Navy/Marine base Arifjan targeted,True
,combined_sheet,Wikipedia Timeline Day 3-4,2026-03-02,2026-03-02T12:00:00Z,minute,False,exact,Iran,ballistic missile,Israel,Bnei Brak,mixed,mixed,32.08,34.83,point,0,0,,,Bnei Brak targeted in expanded urban strike wave,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T14:00:00Z,minute,False,exact,Iran,Shahed drone,maritime,Oil tanker - 17nm NW of Mina Saqr UAE,strike,impact confirmed,25.65,55.9,point,0,0,,,tanker struck 17 nautical miles NW of Mina Saqr; fire subsequently extinguished,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T14:00:00Z,minute,False,exact,Iran,Shahed drone,maritime,Second tanker off UAE coast,strike,impact confirmed,25.1,55.14,point,0,0,,,second tanker targeted off UAE coast; Strait of Hormuz traffic near zero,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T14:00:00Z,minute,False,exact,Iran,Shahed drone,Oman,Duqm Port - fuel tank,strike,impact confirmed,19.67,57.7,point,0,0,,,fuel tank at Duqm hit; damage contained; no casualties,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T14:00:00Z,minute,False,exact,Iran,Shahed drone,Oman,Dhofar - general (2 drones intercepted),mixed,partial intercept,17.02,54.09,point,0,0,,,2 drones intercepted in Dhofar; third crashed near Port of Salalah,True
,combined_sheet,Wikipedia Timeline Day 3,2026-03-02,2026-03-02T16:00:00Z,minute,False,exact,Hezbollah,rocket,Israel,Haifa - continued,mixed,partial intercept,32.79,34.99,point,0,0,,,Hezbollah continued rocket fire toward Haifa region in response to Israeli Beirut strikes,True
,combined_sheet,Wikipedia Timeline Day 4,2026-03-03,2026-03-03T01:00:00Z,minute,False,exact,Iran / IRGC,Shahed drone,Saudi Arabia,Riyadh - Diplomatic Quarter (follow-on),mixed,partial intercept,24.69,46.68,point,0,0,,,continued drone activity over Diplomatic Quarter,True
,combined_sheet,Wikipedia Timeline Day 4,2026-03-03,2026-03-03T04:00:00Z,minute,False,exact,Iranian proxy (Iraqi militia),Shahed drone,Iraq,Erbil - general (Wave 17),mixed,partial intercept,36.19,44.01,point,0,0,,,Wave 17 includes 40+ missiles; IRGC ground forces claim 230 drones engaged; Erbil among targets,True
,combined_sheet,Wikipedia Timeline Day 4,2026-03-03,2026-03-03T04:00:00Z,minute,False,exact,Iran / IRGC,ballistic missile,Kuwait,Ali al-Salem or Camp Arifjan,mixed,partial intercept,29.35,47.52,point,0,0,,,IRGC Wave 17 targets Kuwait US bases,True
,combined_sheet,Wikipedia Timeline Day 4-5,2026-03-03,2026-03-03T08:00:00Z,minute,False,exact,Iran,Shahed drone,UAE,US Consulate Dubai,strike,impact confirmed,25.24,55.33,point,0,0,,,explosions seen at US Consulate in Dubai,True
,combined_sheet,Wikipedia Timeline Day 4,2026-03-03,2026-03-03T08:00:00Z,minute,False,exact,Hezbollah,rocket,Israel,Israel - Lebanon border / northern,mixed,partial intercept,33.05,35.4,point,0,0,,,continued Hezbollah rocket fire from Lebanon; IDF strikes 70+ targets in Dahieh and southern Lebanon,True
,combined_sheet,Wikipedia Timeline Day 4 / Christodoulides statement,2026-03-03,2026-03-03T10:00:00Z,minute,False,exact,Iran,Shahed drone,Cyprus,RAF Akrotiri (second day),mixed,partial intercept,34.58,32.99,point,0,0,,,Cypriot President confirms Iranian drone struck RAF Akrotiri the previous night; Paphos airport evacuated again; Larnaca airport closed (drone from Lebanon intercepted by Greek F-16s),True
,combined_sheet,Wikipedia Timeline Day 4,2026-03-03,2026-03-03T10:00:00Z,minute,False,exact,Iran,Shahed drone,Cyprus,Larnaca International Airport,intercept,intercepted,34.87,33.62,point,0,0,,,drone from Lebanon heading for Larnaca shot down by Greek F-16s,True
TOI-0228-001,combined_sheet,ToI liveblog Feb 28; Defense Minister Katz statement,2026-02-28,2026-02-28T06:23:00Z,minute,False,exact,Israel/US,preemptive strike announced,Iran,Iran (multiple targets),unknown,,,,unknown,,,,Defense Minister Katz declares preemptive attack on Iran; nationwide sirens simultaneously,,True
TOI-0228-003,combined_sheet,ToI liveblog Feb 28; Channel 12; IDF,2026-02-28,2026-02-28T06:44:00Z,minute,False,exact,Iran,ballistic missile,Israel,central and northern Israel,mixed,,,,unknown,,,,First confirmed Iranian retaliatory barrage; sirens in central and northern Israel,,True
TOI-0228-004,combined_sheet,ToI liveblog Feb 28; MDA; Fire and Rescue,2026-02-28,2026-02-28T08:00:00Z,estimated,True,midpoint_of_range,Iran,ballistic missile,Israel,Tirat Hacarmel,strike,,,,unknown,0.0,1,,Shrapnel penetrated 17th floor of 20-story building; 1 lightly injured,,True
TOI-0228-005,combined_sheet,ToI liveblog Feb 28; IDF,2026-02-28,2026-02-28T08:30:00Z,estimated,True,midpoint_of_range,Iran,UAV/drone,Israel,multiple locations,intercept,,,,unknown,0.0,0,10+,10+ Iranian UAVs shot down throughout morning-afternoon; 3 drones intercepted over northern and southern Israel,,True
TOI-0228-006,combined_sheet,ToI liveblog Feb 28; IDF Home Front Command,2026-02-28,2026-02-28T10:00:00Z,estimated,True,approx_time,Iran,ballistic missile,Israel,Rishon Letzion area,unknown,,,,unknown,,,,IDF acknowledged technical malfunction prevented early warning; sirens still sounded 90 sec before impact,,True
TOI-0228-007,combined_sheet,ToI liveblog Feb 28; IDF Home Front Command,2026-02-28,2026-02-28T12:00:00Z,estimated,True,approx_time,Iran,UAV/drone,Israel,Kiryat Shmona / Metula / Majdal Shams,intercept,,,,unknown,0.0,0,1,Suspected drone infiltration alerts in Upper Galilee and northern Golan Heights; 1 drone intercepted,,True
TOI-0228-009,combined_sheet,ToI liveblog Feb 28; IDF; MDA,2026-02-28,2026-02-28T14:40:00Z,minute,False,exact,Iran,ballistic missile / drone,Israel,central Israel / Dead Sea area,unknown,,,,unknown,0.0,1,,Sirens in central Israel; drone alert near Dead Sea; 17-year-old sustained light shrapnel injuries to lower body,,True
TOI-0228-010,combined_sheet,ToI liveblog Feb 28; MDA; Fire and Rescue,2026-02-28,2026-02-28T15:00:00Z,estimated,True,approx_time,Iran,ballistic missile,Israel,central Israel (unspecified),strike,,,,unknown,0.0,0,,Unconfirmed direct hit on residential building; MDA dispatched paramedics; no immediate injuries at site,,True
TOI-0228-011,combined_sheet,ToI liveblog Feb 28; MDA,2026-02-28,2026-02-28T16:00:00Z,estimated,True,midpoint_of_range,Iran,ballistic missile,Israel,Bnei Brak / Rosh HaAyin,strike,,,,unknown,0.0,7,,Iranian ballistic missiles struck Bnei Brak and Rosh HaAyin; 7 civilians injured total,,True
TOI-0228-012,combined_sheet,ToI liveblog Feb 28; IDF; MDA,2026-02-28,2026-02-28T16:30:00Z,minute,False,exact,Iran,ballistic missile / UAV,Israel,nationwide,mixed,,,,unknown,,,,IDF assessment: 200+ missiles and UAVs launched since morning; MDA treated ~100 people (all light injuries),,True
TOI-0228-013,combined_sheet,ToI liveblog Feb 28; MDA; Fire and Rescue,2026-02-28,2026-02-28T18:00:00Z,estimated,True,midpoint_of_range,Iran,ballistic missile (shrapnel),Israel,Jerusalem area / West Bank,unknown,,,,unknown,0.0,0,,Fires in Jerusalem area and West Bank from missile shrapnel; no injuries,,True
TOI-0228-014,combined_sheet,ToI liveblog Feb 28; MDA; IDF Home Front Command; Fire and Rescue,2026-02-28,2026-02-28T21:07:00Z,minute,False,exact,Iran,ballistic missile (complete),Israel,central Tel Aviv,strike,,,,unknown,1.0,27,,"Deadliest strike of Day 1. Complete missile (~several hundred kg warhead) struck next to apartment building. 1 killed: Mary Anne Velasquez de Vera (Philippine national caregiver ~40s). 27 wounded incl. man 40s (serious), man 30s (moderate), woman 90s (moderate). ~40 buildings damaged",,True
TOI-0228-015,combined_sheet,ToI liveblog Feb 28; MDA; Fire and Rescue,2026-02-28,2026-02-28T21:30:00Z,estimated,True,approx_time,Iran,ballistic missile,Israel,Gush Dan (greater Tel Aviv),strike,,,,unknown,0.0,15,,Additional direct hits in several Gush Dan locations shortly before midnight; 15 injuries at one building,,True
TOI-0301-001,combined_sheet,ToI liveblog entry (Eilat drone alert); IDF,2026-03-01,2026-03-01T00:14:00Z,minute,False,exact,Iran,UAV/drone,Israel,Eilat,intercept,,,,unknown,0.0,0,12+,Drone infiltration sirens in Eilat; IDF reported downing 12+ drones from Iran; no injuries,,True
